system:index,AssemblageMode,latitude,longitude,x,.geo
3_1066,3,17.81911672,102.8600196,2.30E-05,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.86001955651487,17.819116723074593]}"
3_1015,3,14.72882231,107.2851206,7.85E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.28512064615119,14.728822314171383]}"
3_14478,3,6.496840714,100.8363847,0.001496395,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.83638471594976,6.496840713547211]}"
3_14984,3,21.02394633,101.3616297,0.001506209,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.36162966258199,21.023946330703176]}"
3_2620,3,8.805331331,99.23693435,0.001680859,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.23693435255198,8.805331330680279]}"
3_10749,3,19.79181709,100.3122177,0.002029786,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.3122177476585,19.791817087003388]}"
3_5759,3,20.73397016,104.6367974,0.002609509,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.63679735700039,20.733970156989052]}"
3_10590,3,20.88407864,101.4090607,0.003025397,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.40906070958418,20.884078640965598]}"
3_11181,3,21.68178261,102.9764412,0.003299451,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.97644121733843,21.681782613264673]}"
3_11700,3,20.52349489,98.60982045,0.003606926,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.60982045269914,20.523494885919597]}"
3_1231,3,21.70657612,99.72283309,0.003861228,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.72283308973921,21.7065761151064]}"
3_14493,3,17.37067773,101.0856672,0.003973988,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.08566720729651,17.3706777332416]}"
3_963,3,21.95882305,97.44506486,0.004115065,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.44506485529304,21.95882304688746]}"
3_14385,3,22.433942,93.65327604,0.004137604,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.65327604097008,22.43394200065884]}"
3_4824,3,21.08242666,104.056845,0.004229471,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.0568450095645,21.08242665569942]}"
3_8713,3,26.75555717,96.77213688,0.004484109,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.77213687594944,26.755557169506126]}"
3_11987,3,15.43462863,99.11323634,0.004524174,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.11323633792695,15.434628632904923]}"
3_13983,3,19.53606673,100.3960306,0.004889155,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.39603056366805,19.536066725614255]}"
3_12914,3,21.54730482,96.37975276,0.004889343,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.3797527598404,21.547304815231826]}"
3_3016,3,24.49476709,96.83870204,0.005190718,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.83870203850365,24.494767093959858]}"
3_6273,3,15.59659488,107.0997084,0.00534122,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.09970837150625,15.596594878631864]}"
3_981,3,18.58043893,96.09354951,0.006506042,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.09354951031581,18.58043892636678]}"
3_5864,3,21.69956926,104.1190983,0.00687996,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.11909825875487,21.69956925589026]}"
3_2664,3,20.47336889,98.92135619,0.00704437,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.92135619323626,20.47336889306567]}"
3_1209,3,21.15222575,105.3267035,0.007048893,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.32670349521409,21.152225753275594]}"
3_13498,3,19.02806943,104.0463347,0.007144763,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.04633472074015,19.02806943244407]}"
3_14063,3,18.04118026,101.9954809,0.00715279,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.99548092706583,18.0411802613092]}"
3_2685,3,24.25491691,93.28029553,0.007215515,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.2802955349983,24.254916913099663]}"
3_3434,3,27.34305537,96.14071106,0.007454937,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.14071106273276,27.343055365320986]}"
3_2377,3,20.36422359,93.43956683,0.00775021,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.43956683487498,20.36422358604502]}"
3_8136,3,14.69756094,103.1602365,0.007773647,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.16023652447193,14.697560942283987]}"
3_11137,3,20.09014759,97.59975475,0.007971853,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.59975474722064,20.09014759285983]}"
3_4901,3,22.29542178,102.7522217,0.008811537,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.75222172241898,22.295421783847445]}"
3_7170,3,12.51330733,102.5501008,0.008964808,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.55010078348919,12.513307328944794]}"
3_3501,3,18.52007214,105.2353448,0.009099724,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.23534483081782,18.52007213927388]}"
3_683,3,24.41876962,94.9694876,0.009404691,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.96948759528091,24.418769620923257]}"
3_11375,3,18.42035914,101.9798502,0.009437101,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.97985024112192,18.420359142736494]}"
3_13722,3,22.12159778,96.34849139,0.009548463,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.34849138795259,22.12159777637011]}"
3_8340,3,21.42252882,106.4822963,0.009824591,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.48229627672204,21.422528822267473]}"
3_12812,3,22.21780734,104.9173412,0.009901396,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.91734122023495,22.217807343299427]}"
3_5672,3,9.379354797,99.0601459,0.009966324,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.06014590463472,9.37935479723333]}"
3_3311,3,6.519747753,100.1688466,0.01057379,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.16884662831096,6.5197477532922825]}"
3_121,3,8.101411474,99.51909518,0.010701667,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.51909518329798,8.101411474043392]}"
3_12345,3,26.44671637,96.26063615,0.010796221,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.26063615316444,26.44671637482547]}"
3_3620,3,18.74159669,104.9707011,0.010932162,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.97070114811241,18.741596688338014]}"
3_12808,3,16.39456835,102.7619235,0.011004299,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.76192352748761,16.394568345516177]}"
3_13159,3,27.88312251,96.96698146,0.011184593,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.96698146107776,27.88312251413428]}"
3_9015,3,16.85809903,106.2437936,0.011281979,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.24379356878488,16.858099032122396]}"
3_9016,3,27.64677576,97.05106377,0.011736011,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.05106377167256,27.64677576288215]}"
3_11974,3,21.55161673,97.29172244,0.011822357,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.29172243629164,21.551616728595604]}"
4_1395,4,16.68777845,101.3082697,3.24E-05,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.30826973470452,16.687778454253134]}"
4_6899,4,14.78703314,103.4631484,8.71E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.46314843828138,14.787033144582397]}"
4_4017,4,13.24983603,101.0166766,8.74E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.01667659347514,13.24983603039526]}"
4_8953,4,10.05363025,105.2563654,0.001311747,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.25636540846652,10.053630249494237]}"
4_2316,4,16.03479307,105.1151502,0.002862424,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.1151502458009,16.03479307422588]}"
4_10891,4,15.341653,104.6346414,0.003389469,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.63464140031847,15.341653000998443]}"
4_986,4,11.18685498,108.3040797,0.003497228,"{""geodesic"":true,""type"":""Point"",""coordinates"":[108.30407967294259,11.186854980412345]}"
4_2726,4,14.48304325,101.7914735,0.003674346,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.79147352603935,14.483043252435992]}"
4_817,4,16.80959001,100.575514,0.003949262,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.5755139574377,16.809590006779885]}"
4_5958,4,21.4882855,93.67402712,0.004700143,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.67402712403354,21.4882855010651]}"
4_13535,4,16.3323151,99.79640511,0.005256922,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.79640511150966,16.332315096326617]}"
4_1342,4,17.40382557,97.3033107,0.006048306,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.30331070345694,17.403825567225645]}"
4_11151,4,16.96104596,94.54287767,0.006585471,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.54287766684642,16.961045963682615]}"
4_1690,4,21.84752178,94.3668977,0.007018416,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.36689770268488,21.847521783184924]}"
4_8425,4,23.00850446,104.4926178,0.008291762,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.49261775389714,23.00850445638236]}"
4_12153,4,20.44399398,97.5172894,0.008378847,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.51728940413729,20.44399398327493]}"
4_588,4,19.96321564,94.08446738,0.009075911,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.08446737735365,19.963215643213594]}"
4_4632,4,7.154138007,100.4113918,0.009410947,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.41139175502671,7.154138006938236]}"
4_11,4,9.402531332,104.8612863,0.012837004,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.86128634650508,9.40253133156364]}"
4_9807,4,15.99248242,95.43409626,0.014308519,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.4340962602342,15.992482424343804]}"
4_10886,4,20.99969182,106.8388376,0.014833542,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.8388376129942,20.99969181803192]}"
4_8051,4,13.49345914,105.0410392,0.015008881,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.04103923485998,13.493459135448761]}"
4_8571,4,21.44085445,103.308728,0.015290448,"{""geodesic"":true,""type"":""Point"",""coordinates"":[103.30872804093902,21.440854454063533]}"
4_12825,4,15.22011094,104.2225842,0.015587341,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.22258417948693,15.220110943056929]}"
4_14294,4,18.89925102,95.41334518,0.015683331,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.41334517717074,18.89925102070118]}"
4_11288,4,21.98981492,95.77824085,0.016308299,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.77824084558533,21.989814924189623]}"
4_7909,4,13.07116112,101.2163721,0.0202613,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.21637208113778,13.071161120383676]}"
4_7157,4,22.65034615,93.31802478,0.02213068,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.31802477693186,22.650346152603483]}"
4_6867,4,22.88804038,97.263695,0.022284406,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.2636949994267,22.888040376781788]}"
4_826,4,6.523520677,100.9587353,0.023208258,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.9587352576486,6.523520677485589]}"
4_6883,4,12.90596094,102.5069816,0.024871318,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.50698164985083,12.905960939633902]}"
4_615,4,12.43973531,104.2298605,0.02548101,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.2298605332884,12.439735307175322]}"
4_4701,4,22.67540915,106.8932755,0.026266149,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.89327551921262,22.67540914903045]}"
4_14580,4,15.49149199,106.721338,0.027613724,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.72133797382968,15.491491990389756]}"
4_929,4,21.22148586,94.44397315,0.029050058,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.44397315406344,21.221485861681288]}"
4_8821,4,19.12859091,94.7002625,0.034179554,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.70026250462642,19.12859091273716]}"
4_10257,4,16.75973351,107.343062,0.034306756,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.34306198197773,16.75973350851119]}"
4_9773,4,14.17608892,99.36952569,0.034887696,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.36952568848993,14.17608891985199]}"
4_11455,4,16.89906221,94.7105033,0.037967344,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.71050329886553,16.899062209078295]}"
4_8094,4,14.78137376,104.4996246,0.038139196,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.49962461311337,14.781373758292437]}"
4_2012,4,16.38998694,107.7874586,0.039203904,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.78745855303804,16.38998693756716]}"
4_2860,4,14.85144235,98.66937876,0.039897101,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.66937875603712,14.851442350453842]}"
4_8218,4,22.24017539,105.1588084,0.040479322,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.15880836860974,22.240175393874026]}"
4_4768,4,16.23448856,101.2982984,0.04075501,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.29829843505065,16.23448856188589]}"
4_4894,4,20.56553604,96.87993471,0.041762221,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.87993471004533,20.56553604121644]}"
4_11232,4,22.64738171,94.91855312,0.042474364,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.9185531186706,22.64738171216589]}"
4_2993,4,12.1017891,107.938645,0.043375327,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.93864501535752,12.10178909728916]}"
4_14511,4,20.97867124,107.8076706,0.044250314,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.80767064693102,20.9786712403835]}"
4_7188,4,20.19551998,93.73412442,0.045002775,"{""geodesic"":true,""type"":""Point"",""coordinates"":[93.734124416542,20.195519975687176]}"
4_532,4,20.45073135,102.9664699,0.045145735,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.96646991768456,20.45073134790583]}"
5_8959,5,24.28779525,98.8216432,0.004065648,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.82164319669756,24.287795252498476]}"
5_1695,5,16.96508838,96.12346341,0.006227544,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.12346340927742,16.965088382461154]}"
5_9106,5,13.04609812,108.9977587,0.006306006,"{""geodesic"":true,""type"":""Point"",""coordinates"":[108.99775873534965,13.046098123956712]}"
5_13950,5,13.81766112,101.4122946,0.006620224,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.41229464460706,13.817661121487879]}"
5_7179,5,13.78451329,105.1461421,0.007708819,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.14614212310347,13.78451328750383]}"
5_5195,5,17.29656672,101.7747649,0.009136192,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.77476486175449,17.296566722301648]}"
5_10739,5,15.85396221,107.9364891,0.011209573,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.9364890586756,15.85396220753241]}"
5_10951,5,21.32308532,105.9527394,0.012454268,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.95273941672598,21.32308532031533]}"
5_13054,5,21.34114146,105.1256605,0.014295186,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.12566053462525,21.34114145752615]}"
5_10289,5,20.30170084,96.02348092,0.016198721,"{""geodesic"":true,""type"":""Point"",""coordinates"":[96.02348091815348,20.30170084227023]}"
5_13764,5,13.94405408,101.7537443,0.020390114,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.75374428410579,13.944054081963644]}"
5_8152,5,16.9144234,102.9503002,0.02086621,"{""geodesic"":true,""type"":""Point"",""coordinates"":[102.95030024257018,16.914423400436753]}"
5_1276,5,14.21516563,100.1036289,0.022772067,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.10362893868295,14.215165634711235]}"
5_1459,5,21.61144453,94.26017785,0.025200784,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.26017784692995,21.611444526518035]}"
5_200,5,13.8985095,99.27897551,0.026332621,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.27897550784938,13.89850949705873]}"
5_6020,5,13.56783964,100.9272044,0.027080383,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.92720439117555,13.567839640973945]}"
5_7540,5,20.14296853,105.6899822,0.027725003,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.68998219611724,20.14296853156612]}"
5_1357,5,19.77753387,105.772178,0.028196369,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.77217804461536,19.777533873985867]}"
5_7935,5,12.46210336,106.1370737,0.030709114,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.13707371302995,12.462103357749921]}"
5_2936,5,19.25525337,95.32171702,0.032361475,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.32171701818923,19.25525336779816]}"
5_6380,5,11.03863296,107.3015598,0.035134115,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.30155981585081,11.03863295853245]}"
5_6002,5,13.26250228,108.2334721,0.037234192,"{""geodesic"":true,""type"":""Point"",""coordinates"":[108.23347209160978,13.26250227590136]}"
5_8301,5,9.203913822,105.1267385,0.038853358,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.12673851296621,9.203913822244576]}"
5_11041,5,14.78568567,101.9087037,0.039076366,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.90870367061864,14.785685671656216]}"
5_6063,5,14.73582917,100.2033419,0.039139168,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.20334193522164,14.735829173387524]}"
5_1514,5,9.095307504,98.54325529,0.045371297,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.54325529014493,9.095307504394402]}"
5_654,5,17.0038956,94.87624247,0.047485467,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.87624246878796,17.003895602735163]}"
5_14249,5,17.29494975,94.92178705,0.04829093,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.92178705369348,17.29494975479023]}"
5_11568,5,14.05724181,99.91498273,0.050234885,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.91498272901514,14.057241807762837]}"
5_1579,5,28.0184088,97.22273182,0.051501699,"{""geodesic"":true,""type"":""Point"",""coordinates"":[97.22273182247027,28.018408795922838]}"
5_6626,5,20.89863135,105.9640582,0.051693696,"{""geodesic"":true,""type"":""Point"",""coordinates"":[105.96405818930604,20.89863134856835]}"
5_4231,5,20.31490608,95.28829969,0.05213391,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.2882996896195,20.314906076946798]}"
5_13919,5,21.22202485,98.30421359,0.052975809,"{""geodesic"":true,""type"":""Point"",""coordinates"":[98.30421359303729,21.22202485085176]}"
5_4106,5,20.41030716,106.0923376,0.054285156,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.09233761188015,20.410307160120404]}"
5_1929,5,15.98763152,104.2702847,0.054360957,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.27028472107436,15.987631521809552]}"
5_13283,5,14.44989542,104.0832555,0.054723188,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.08325547891799,14.449895418451943]}"
5_4463,5,10.60690263,104.1899753,0.055748335,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.18997533467292,10.606902632984099]}"
5_5173,5,21.07164687,107.24281,0.05610491,"{""geodesic"":true,""type"":""Point"",""coordinates"":[107.24280999626855,21.071646872289975]}"
5_5098,5,14.18498224,100.1882502,0.056253085,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.18825023844822,14.184982241164784]}"
5_3798,5,16.24203441,95.02311702,0.058142157,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.02311701774362,16.242034410272502]}"
5_4001,5,13.12155661,100.0292484,0.058766149,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.02924843315678,13.121556607822841]}"
5_9451,5,21.72463225,95.48718669,0.060377078,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.48718669352643,21.724632252317228]}"
5_11807,5,21.35434669,106.097997,0.061028901,"{""geodesic"":true,""type"":""Point"",""coordinates"":[106.09799699817019,21.354346692202725]}"
5_6744,5,13.05903386,99.6975006,0.062648196,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.69750059872668,13.059033864048049]}"
5_8108,5,21.78095662,94.53236738,0.065101378,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.53236737802207,21.780956620631585]}"
5_9057,5,15.66369903,100.448582,0.065521579,"{""geodesic"":true,""type"":""Point"",""coordinates"":[100.4485820077898,15.663699030355671]}"
5_2967,5,20.93366564,94.66037731,0.067578551,"{""geodesic"":true,""type"":""Point"",""coordinates"":[94.66037730601094,20.933665644649054]}"
5_1614,5,16.80581708,104.8111604,0.074899587,"{""geodesic"":true,""type"":""Point"",""coordinates"":[104.8111603536505,16.80581708258658]}"
5_2194,5,21.19777034,99.06364933,0.076369538,"{""geodesic"":true,""type"":""Point"",""coordinates"":[99.06364933424284,21.197770338180504]}"
5_11906,5,16.63953892,101.8062957,0.077840144,"{""geodesic"":true,""type"":""Point"",""coordinates"":[101.80629572822754,16.639538923495856]}"
6_146,6,21.68878947,95.11070276,5.14E-04,"{""geodesic"":true,""type"":""Point"",""coordinates"":[95.11070275794653,21.688789472480813]}"
